geo_id,group,subgroup,key,unit,value,commit
GM0847,agriculture,agriculture_energy_demand,agriculture_final_demand_network_gas_demand,TJ,449.62021649999986,"Final gas demand in the agriculture sector is calculated by subtracting gas demand from Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
GM0847,agriculture,agriculture_energy_demand,agriculture_final_demand_wood_pellets_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0847,agriculture,agriculture_energy_demand,input_agriculture_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0847,agriculture,agriculture_energy_demand,input_agriculture_final_demand_steam_hot_water_demand,TJ,428.41424807999994,"The final heat demand is calculated based on heat from combined heat and power (CHP) installations, biogas heat, and geothermal heat (Klimaatmonitor, 2023). For heat from CHP installations, the total gas demand in agriculture, forestry, and fisheries (SBI A) (Klimaatmonitor, 2023) is multiplied by the ratio of CHP gas demand to total gas demand (Emissieregistratie, 2023), and then adjusted by an efficiency factor for gas-to-heat conversion (ETM). Biogas heat is estimated by multiplying the total biogas heat demand (Klimaatmonitor) by the gas share, which is calculated as the ratio of gas demand in agriculture, forestry, and fisheries to the gas demand in these sectors plus buildings (Klimaatmonitor, 2023)."
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_bio_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_bio_oil_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_biodiesel_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_central_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_central_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_crude_oil_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_diesel_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_local_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0847,agriculture,agriculture_energy_demand,input_percentage_of_lpg_agriculture_final_demand_crude_oil,%,,nan
GM0847,agriculture,agriculture_heat_chp,agriculture_chp_engine_biogas_demand,TJ,0.0,"The biogas demand for heat includes both agricultural and commercial sector demand (Klimaatmonitor, 2023). Using emissions data from gas use in these sectors (Emissieregistratie, 2023), the ratio of gas demand between agriculture and commercial is calculated. This ratio helps determine agriculture’s share of total biogas heat demand. The final biogas demand for CHP installations is then calculated by applying the efficiency of a biogas CHP (ETM) to the agricultural biogas heat demand."
GM0847,agriculture,agriculture_heat_chp,agriculture_chp_engine_network_gas_dispatchable_demand,TJ,892.5296834999999,"Final gas demand in the agriculture sector is calculated by subtracting gas demand without Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
GM0847,agriculture,agriculture_heat_chp,agriculture_chp_wood_pellets_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0848,agriculture,agriculture_energy_demand,agriculture_final_demand_electricity_demand,TJ,9.065021952,"Final electricity demand in the agriculture sector is calculated by adding electricity demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023) to electricity generated by combined heat and power (CHP) installations. The CHP demand is estimated based on the relative gas demand of CHPs (Emissieregistratie), the gas demand in agriculture (Klimaatmonitor), and an estimation of the CHP-efficiency (ETM) (Quintel estimation, Emissieregistratie, and Klimaatmonitor, 2023)."
GM0848,agriculture,agriculture_energy_demand,agriculture_final_demand_hydrogen_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0848,agriculture,agriculture_energy_demand,agriculture_final_demand_network_gas_demand,TJ,4.2150204,"Final gas demand in the agriculture sector is calculated by subtracting gas demand from Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
GM0848,agriculture,agriculture_energy_demand,agriculture_final_demand_wood_pellets_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0848,agriculture,agriculture_energy_demand,input_agriculture_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0848,agriculture,agriculture_energy_demand,input_agriculture_final_demand_steam_hot_water_demand,TJ,0.6961582080000001,"The final heat demand is calculated based on heat from combined heat and power (CHP) installations, biogas heat, and geothermal heat (Klimaatmonitor, 2023). For heat from CHP installations, the total gas demand in agriculture, forestry, and fisheries (SBI A) (Klimaatmonitor, 2023) is multiplied by the ratio of CHP gas demand to total gas demand (Emissieregistratie, 2023), and then adjusted by an efficiency factor for gas-to-heat conversion (ETM). Biogas heat is estimated by multiplying the total biogas heat demand (Klimaatmonitor) by the gas share, which is calculated as the ratio of gas demand in agriculture, forestry, and fisheries to the gas demand in these sectors plus buildings (Klimaatmonitor, 2023)."
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_bio_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_bio_oil_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_biodiesel_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_central_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_central_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_crude_oil_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_diesel_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_local_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0848,agriculture,agriculture_energy_demand,input_percentage_of_lpg_agriculture_final_demand_crude_oil,%,,nan
GM0848,agriculture,agriculture_heat_chp,agriculture_chp_engine_biogas_demand,TJ,0.0,"The biogas demand for heat includes both agricultural and commercial sector demand (Klimaatmonitor, 2023). Using emissions data from gas use in these sectors (Emissieregistratie, 2023), the ratio of gas demand between agriculture and commercial is calculated. This ratio helps determine agriculture’s share of total biogas heat demand. The final biogas demand for CHP installations is then calculated by applying the efficiency of a biogas CHP (ETM) to the agricultural biogas heat demand."
GM0848,agriculture,agriculture_heat_chp,agriculture_chp_engine_network_gas_dispatchable_demand,TJ,1.4503296,"Final gas demand in the agriculture sector is calculated by subtracting gas demand without Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
GM0848,agriculture,agriculture_heat_chp,agriculture_chp_wood_pellets_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0851,agriculture,agriculture_energy_demand,agriculture_final_demand_electricity_demand,TJ,1306.022590506,"Final electricity demand in the agriculture sector is calculated by adding electricity demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023) to electricity generated by combined heat and power (CHP) installations. The CHP demand is estimated based on the relative gas demand of CHPs (Emissieregistratie), the gas demand in agriculture (Klimaatmonitor), and an estimation of the CHP-efficiency (ETM) (Quintel estimation, Emissieregistratie, and Klimaatmonitor, 2023)."
GM0851,agriculture,agriculture_energy_demand,agriculture_final_demand_hydrogen_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0851,agriculture,agriculture_energy_demand,agriculture_final_demand_network_gas_demand,TJ,38.556916199999996,"Final gas demand in the agriculture sector is calculated by subtracting gas demand from Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
GM0851,agriculture,agriculture_energy_demand,agriculture_final_demand_wood_pellets_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0851,agriculture,agriculture_energy_demand,input_agriculture_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0851,agriculture,agriculture_energy_demand,input_agriculture_final_demand_steam_hot_water_demand,TJ,1523.7693282239998,"The final heat demand is calculated based on heat from combined heat and power (CHP) installations, biogas heat, and geothermal heat (Klimaatmonitor, 2023). For heat from CHP installations, the total gas demand in agriculture, forestry, and fisheries (SBI A) (Klimaatmonitor, 2023) is multiplied by the ratio of CHP gas demand to total gas demand (Emissieregistratie, 2023), and then adjusted by an efficiency factor for gas-to-heat conversion (ETM). Biogas heat is estimated by multiplying the total biogas heat demand (Klimaatmonitor) by the gas share, which is calculated as the ratio of gas demand in agriculture, forestry, and fisheries to the gas demand in these sectors plus buildings (Klimaatmonitor, 2023)."
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_bio_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_bio_oil_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_biodiesel_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_central_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_central_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_crude_oil_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_diesel_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_kerosene_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_local_steam_hot_water_agriculture_final_demand_steam_hot_water,%,,nan
GM0851,agriculture,agriculture_energy_demand,input_percentage_of_lpg_agriculture_final_demand_crude_oil,%,,nan
GM0851,agriculture,agriculture_heat_chp,agriculture_chp_engine_biogas_demand,TJ,0.0,"The biogas demand for heat includes both agricultural and commercial sector demand (Klimaatmonitor, 2023). Using emissions data from gas use in these sectors (Emissieregistratie, 2023), the ratio of gas demand between agriculture and commercial is calculated. This ratio helps determine agriculture’s share of total biogas heat demand. The final biogas demand for CHP installations is then calculated by applying the efficiency of a biogas CHP (ETM) to the agricultural biogas heat demand."
GM0851,agriculture,agriculture_heat_chp,agriculture_chp_engine_network_gas_dispatchable_demand,TJ,3174.5194337999997,"Final gas demand in the agriculture sector is calculated by subtracting gas demand without Combined Heat and Power (CHP) installations (Emissieregistratie) (Emissieregistratie, 2023) from gas demand for agriculture, forestry and fisheries (SBI A) (Klimaatmonitor, 2023)."
